$bivariate
     category1        category2  N1   N2 N12     alpha.X2     alpha.G2        beta
1      PV.Time       PV.WantCan 860   51  12   0.01707215  0.008852519   0.2845243
2      PV.Time      PV.Position 860   45   5 8.386717e-05 8.705254e-06  0.01673259
3      PV.Time        TI.speech 860  171  72    0.7615071    0.7009152   0.9328817
4      PV.Time NA.persons.actor 860  162  67    0.9291731    0.8634608   0.9466003
5      PV.Time         Sg.actor 860   93  40    0.7248344    0.6464233   0.9254339
6      PV.Time          actor.3 860 1195 514   0.01623334   0.01423802   0.3126491
7      PV.Time          actor.2 860  137  51    0.4408733    0.3872541   0.8617918
8      PV.Time          Sg.goal 860  586 223    0.1348246    0.1215294   0.6607598
9      PV.Time   NI.object.goal 860  512 190   0.06307453   0.05522133   0.5197351
10     PV.Time        Prox.goal 860  122  46     0.546302    0.4833036   0.8925498
11     PV.Time  NI.nominal.goal 860   95  41    0.6979316    0.6215959   0.9214947
12     PV.Time         Med.goal 860   94  40    0.7927336    0.7118582    0.934162
13     PV.Time           D.goal 860   54  19    0.4850003    0.3978972   0.8663717
14  PV.WantCan      PV.Position  51   45   0    0.5647093    0.1358779   0.8129144
15  PV.WantCan        TI.speech  51  171   2    0.3971981    0.2232335   0.8022274
16  PV.WantCan NA.persons.actor  51  162   3    0.8263264     0.613865   0.9225608
17  PV.WantCan         Sg.actor  51   93   1    0.6063984    0.3367459   0.8617847
18  PV.WantCan          actor.3  51 1195  34    0.1841858    0.1363502    0.687276
19  PV.WantCan          actor.2  51  137  11 3.486376e-05 0.0003385378 0.006813921
20  PV.WantCan          Sg.goal  51  586  29 5.550695e-06 1.027906e-05 0.003061251
21  PV.WantCan   NI.object.goal  51  512  23 0.0008000664  0.001002614  0.05959394
22  PV.WantCan        Prox.goal  51  122   6    0.1207173   0.09973078   0.5415058
23  PV.WantCan  NI.nominal.goal  51   95   5    0.1313773    0.1057901   0.5434539
24  PV.WantCan         Med.goal  51   94   5    0.1252958    0.1017048   0.5331543
25  PV.WantCan           D.goal  51   54   2     0.860265    0.5609069   0.9041777
26 PV.Position        TI.speech  45  171   3    0.9368333    0.7146852   0.9354044
        power effect.size likelihood.ratio   cramers.v lambda.12  lambda.21
8    0.00112993   0.00112993 0.0008398507  0.000961136 0.0008964094         NaN
9   0.001727933  0.001727933    0.0012875  0.001571017  0.001415198         NaN
10 0.0002308356 0.0002308356 0.0001721387 0.0005269435 0.0002595042         NaN
11 0.0001159954 0.0001159954 8.534462e-05 0.0003143832 0.0001342459         NaN
12 6.487106e-05 6.487106e-05 4.779113e-05 0.0001774496  7.53018e-05         NaN
13   0.00033296   0.00033296 0.0002503516  0.001422008 0.0004257482         NaN
14 0.0005387214 0.0005387214  0.004627978  0.005107784  0.004856058         NaN
15 0.0005796635 0.0005796635  0.003086933  0.001249274  0.001778709         NaN
16 0.0001117158 0.0001117158  0.000529765 0.0002226933 0.0003135725         NaN
17 0.0003507311 0.0003507311  0.001920211  0.001209915  0.001484472         NaN
18  0.001024505  0.001024505  0.004616831 0.0007674006   0.00131605         NaN
19  0.009279052  0.009279052   0.02672733    0.0126616   0.01718304         NaN
20   0.01046423   0.01046423   0.04049185   0.00780088   0.01308156         NaN
21  0.005860519  0.005860519   0.02252099  0.004626094  0.007675536         NaN
22  0.001630266  0.001630266  0.005638904  0.002905852  0.003835292         NaN
23  0.001621641  0.001621641  0.005443647   0.00337572  0.004167244         NaN
24  0.001667447  0.001667447    0.0055739  0.003484016  0.004287864         NaN
25 0.0001849896 0.0001849896 0.0007036268  0.000672802 0.0006878693         NaN
26 5.982246e-05 5.982246e-05 0.0003069271 0.0001125446 0.0001646976         NaN
   p.lambda.21     p.tau.12     p.tau.21      p.uc.12      p.uc.21 var.lambda.12
1          NaN   0.01144507   0.01144507    0.1717754    0.1647219             0
2          NaN 4.399072e-05 4.399072e-05   0.01146279  0.006774934             0
3          NaN    0.7005404    0.7005404    0.8479356    0.8479241             0
4          NaN    0.8633933    0.8633933    0.9315278    0.9315267             0
5          NaN    0.6456395    0.6456395    0.8190284    0.8189871             0
6          NaN   0.01437614   0.01437614    0.2195486    0.2195596             0
7          NaN    0.3895536    0.3895536    0.6639784    0.6638131             0
8          NaN    0.1224827    0.1224827    0.4376302    0.4375789             0
9          NaN   0.05614783   0.05614783    0.3358394    0.3357111             0
10         NaN    0.4851369    0.4851369    0.7248654    0.7247606             0
11         NaN    0.6207134    0.6207134    0.8055708    0.8055208             0
12         NaN    0.7113394    0.7113394    0.8537759    0.8537544             0
13         NaN    0.4018181    0.4018181    0.6698033    0.6693395             0
14         NaN    0.2862361    0.2862361 4.470135e-11 2.856868e-12             0
15         NaN    0.2686417    0.2686417    0.4924051    0.4937549             0
16         NaN    0.6272327    0.6272327    0.7926153    0.7927061             0
17         NaN    0.3895349    0.3895349    0.5814196    0.5819116             0
18         NaN    0.1413932    0.1413932    0.4474709    0.4497481             0
19         NaN 9.606678e-06 9.606678e-06     0.117863    0.1231876             0
20   0.3240824 2.601636e-06 2.601636e-06   0.02807649   0.03478456             0
21         NaN 0.0004359243 0.0004359243    0.1111809    0.1187969             0
22         NaN   0.06357831   0.06357831    0.4543986    0.4557865             0
23         NaN   0.06428299   0.06428299    0.4672789    0.4683107             0
24         NaN   0.06063314   0.06063314    0.4626078    0.4636536             0
25         NaN    0.5320298    0.5320298    0.7851386    0.7851469             0
26         NaN    0.7223152    0.7223152    0.8506221    0.8506635             0
   var.lambda.21   var.tau.12   var.tau.21    var.uc.12    var.uc.21 ASE.lambda.12
1              0 4.476357e-06 4.476357e-06  3.08555e-06 0.0001053286             0
2              0 7.592263e-06 7.592263e-06  7.50819e-06 0.0002813665             0
3              0 1.339148e-07 1.339148e-07 7.262954e-08 4.196831e-07             0
4              0 2.667573e-08 2.667573e-08 1.453738e-08 9.064279e-08             0
5              0 1.925862e-07 1.925862e-07 1.038123e-07 1.453691e-06             0
6              0 5.328837e-06 5.328837e-06 2.938991e-06 2.865424e-06             0
7              0  6.45165e-07  6.45165e-07 3.633543e-07 2.874451e-06             0
8              0 2.108522e-06 2.108522e-06 1.170727e-06 1.532936e-06             0
9              0 3.198382e-06 3.198382e-06 1.789643e-06 2.663196e-06             0
10             0 4.264747e-07 4.264747e-07    2.392e-07 2.239687e-06             0
11             0 2.232164e-07 2.232164e-07 1.202192e-07  1.63047e-06             0
12             0 1.243878e-07 1.243878e-07 6.724047e-08 9.267383e-07             0
13             0 5.985469e-07 5.985469e-07  3.44691e-07 1.108759e-05             0
14             0 1.213362e-08 1.213362e-08 4.935476e-07 5.347898e-07             0
15             0 5.707555e-07 5.707555e-07 2.022031e-05 3.332424e-06             0
16             0 1.665896e-07 1.665896e-07  4.06006e-06 7.180747e-07             0
17             0  3.10998e-07  3.10998e-07 1.213117e-05 4.828871e-06             0
18             0 1.778644e-06 1.778644e-06 3.693808e-05 1.030838e-06             0
19             0 4.843981e-05 4.843981e-05 0.0002921091 6.746409e-05             0
20  0.0001467425 2.603847e-05 2.603847e-05 0.0003399266 1.365744e-05             0
21             0 1.543981e-05 1.543981e-05 0.0001998912 8.795629e-06             0
22             0 5.815803e-06 5.815803e-06 5.681562e-05 1.518095e-05             0
23             0 6.220185e-06 6.220185e-06 5.608083e-05  2.16661e-05             0
24             0 6.458655e-06 6.458655e-06 5.757904e-05 2.260149e-05             0
25             0 5.242834e-07 5.242834e-07 6.661033e-06 6.090676e-06             0
26             0 9.517173e-08 9.517173e-08 2.656169e-06  3.57337e-07             0
   ASE.lambda.21   ASE.tau.12   ASE.tau.21    ASE.uc.12    ASE.uc.21 noncentrality
1              0   0.00211574   0.00211574  0.001756573   0.01026297      6.397898
2              0  0.002755406  0.002755406  0.002740108   0.01677398      16.69884
3              0 0.0003659437 0.0003659437 0.0002694987 0.0006478295     0.1479804
4              0 0.0001633271 0.0001633271  0.000120571 0.0003010694    0.02961739
5              0 0.0004388465 0.0004388465 0.0003221992  0.001205691     0.2115421
6              0  0.002308427  0.002308427  0.001714348  0.001692756      5.994195
7              0 0.0008032216 0.0008032216 0.0006027888  0.001695421     0.7406857
8              0  0.001452075  0.001452075  0.001082001  0.001238118      2.386413
9              0  0.001788402  0.001788402  0.001337775   0.00163193      3.649394
10             0 0.0006530503 0.0006530503 0.0004890808  0.001496558     0.4875247
11             0 0.0004724578 0.0004724578 0.0003467264  0.001276898     0.2449822
12             0 0.0003526866 0.0003526866 0.0002593077 0.0009626725     0.1370077
13             0 0.0007736581 0.0007736581 0.0005871039  0.003329803     0.7032115
14             0 0.0001101527 0.0001101527 0.0007025294 0.0007312933      1.137779
15             0 0.0007554836 0.0007554836    0.0044967  0.001825493      1.224249
16             0 0.0004081539 0.0004081539  0.002014959 0.0008473929     0.2359439
17             0  0.000557672  0.000557672  0.003482983  0.002197469     0.7407441
18             0  0.001333658  0.001333658  0.006077671  0.001015302      2.163755
19             0  0.006959871  0.006959871    0.0170912  0.008213653      19.59736
20    0.01211373  0.005102791  0.005102791    0.0184371  0.003695598      22.10045
21             0  0.003929352  0.003929352   0.01413829  0.002965742      12.37742
22             0  0.002411598  0.002411598  0.007537613  0.003896273      3.443121
23             0   0.00249403   0.00249403  0.007488714  0.004654686      3.424906
24             0  0.002541388  0.002541388  0.007588086  0.004754103      3.521649
25             0 0.0007240742 0.0007240742  0.002580898  0.002467929     0.3906981
26             0 0.0003084992 0.0003084992  0.001629776 0.0005977767      0.126345
 [ reached 'max' / getOption("max.print") -- omitted 65 rows ]

$independents
 [1] "PV.Time"          "PV.WantCan"       "PV.Position"      "TI.speech"       
 [5] "NA.persons.actor" "Sg.actor"         "actor.3"          "actor.2"         
 [9] "Sg.goal"          "NI.object.goal"   "Prox.goal"        "NI.nominal.goal" 
[13] "Med.goal"         "D.goal"          

attr(,"class")
[1] "nominal"   "bivariate"
