$bivariate
   category1           category2   N1   N2 N12     alpha.X2     alpha.G2        beta
1    PV.Time             PV.Qual 1442  133  61  0.004768705  0.004313423   0.1697276
2    PV.Time        PV.Discourse 1442  120  65 3.957377e-06 4.830241e-06 0.002967576
3    PV.Time         PV.Position 1442   95  26     0.198723     0.155692    0.713666
4    PV.Time          PV.WantCan 1442   45  23   0.02343769   0.01838599   0.3211874
5    PV.Time               AI.do 1442 1649 536   0.09148066   0.08482063   0.5943591
6    PV.Time          AI.cooking 1442  222  81    0.4798961    0.4382078   0.8780707
7    PV.Time           AI.health 1442   99  38    0.4189093    0.3642445   0.8498242
8    PV.Time               RdplW 1442  114  43    0.4639341    0.4087474   0.8676018
9    PV.Time    NA.persons.actor 1442  545 217  0.002862648  0.002702611   0.1421824
10   PV.Time            Sg.actor 1442  392 137    0.7429874    0.7016182   0.9329576
11   PV.Time            Pl.actor 1442  224  99  0.001317085  0.001259429  0.09263586
12   PV.Time NDA.Relations.actor 1442  164  69   0.03395929   0.02993774   0.4033627
13   PV.Time             actor.3 1442 2222 811 0.0005262472 0.0004602836   0.0618365
14   PV.Time             actor.1 1442 1251 393   0.01987929   0.01762205   0.3430279
15   PV.Time             actor.2 1442  207  63    0.2902815    0.2531641   0.7949672
16   PV.Qual        PV.Discourse  133  120   3    0.8855083    0.6717246   0.9305882
17   PV.Qual         PV.Position  133   95   0    0.1393135   0.01323609   0.5729886
18   PV.Qual          PV.WantCan  133   45   0    0.4322635   0.08915941   0.7711558
19   PV.Qual               AI.do  133 1649  56    0.5065444    0.4524696   0.8826574
20   PV.Qual          AI.cooking  133  222  12   0.07385629    0.0694139   0.4899345
21   PV.Qual           AI.health  133   99   2    0.7215923    0.4894924   0.9007127
22   PV.Qual               RdplW  133  114   2    0.5557227    0.3492972   0.8616496
23   PV.Qual    NA.persons.actor  133  545  20    0.5326473    0.4597438   0.8824877
24   PV.Qual            Sg.actor  133  392  19   0.06033672   0.05743962   0.4719381
25   PV.Qual            Pl.actor  133  224   8    0.8562594    0.7110297   0.9334856
26   PV.Qual NDA.Relations.actor  133  164   7    0.5389376    0.4226069   0.8655312
        power effect.size likelihood.ratio   cramers.v    lambda.12 lambda.21
8  0.0001637843 0.0001637843 0.0001256831 0.0006505969  0.000210669         NaN
9   0.002170156  0.002170156  0.001657153  0.002768046  0.002073161         NaN
10  3.48134e-05  3.48134e-05 2.703461e-05 5.620452e-05 3.650848e-05         NaN
11  0.002549384  0.002549384  0.001915533  0.005934971  0.002896281         NaN
12   0.00114843   0.00114843 0.0008679542  0.003396057  0.001382558         NaN
13  0.002893788  0.002893788  0.002259741  0.002095235  0.002174381         NaN
14  0.001320708  0.001320708  0.001037475  0.001096312  0.001066082         NaN
15 0.0003031632 0.0003031632 0.0002404776  0.000789914 0.0003687076         NaN
16 3.960376e-05 3.960376e-05 0.0001519184 0.0001645107  0.000157964         NaN
17 0.0007450953 0.0007450953  0.005191592  0.006750222  0.005869192         NaN
18 0.0003487252 0.0003487252  0.002444248  0.005796838  0.003438602         NaN
19 0.0001345378 0.0001345378 0.0004774814 9.974595e-05 0.0001650193         NaN
20 0.0009311463 0.0009311463  0.002788822  0.001893696  0.002255701         NaN
21 9.915618e-05 9.915618e-05 0.0004040425 0.0005085531 0.0004503135         NaN
22  0.000175295  0.000175295 0.0007410255 0.0008351323 0.0007852695         NaN
23 0.0001348686 0.0001348686  0.000462306 0.0001681231 0.0002465759         NaN
24 0.0009740163 0.0009740163   0.00305358  0.001382126  0.001902936         NaN
25 3.374443e-05 3.374443e-05 0.0001161018 7.831686e-05 9.353761e-05         NaN
26 0.0001677916 0.0001677916 0.0005439669 0.0004633806 0.0005004504         NaN
   p.lambda.21     p.tau.12     p.tau.21      p.uc.12      p.uc.21 var.lambda.12
1          NaN  0.003558486  0.003558486    0.1609799    0.1583217             0
2          NaN 2.468069e-06 2.468069e-06   0.02529101   0.02269344  5.730975e-05
3          NaN    0.1631653    0.1631653    0.4692548    0.4681621             0
4          NaN   0.01534881   0.01534881     0.248784    0.2421681  2.162622e-05
5          NaN   0.08530743   0.08530743    0.3880909    0.3881004             0
6          NaN    0.4359122    0.4359122    0.6997234    0.6996485             0
7          NaN    0.3599317    0.3599317    0.6528854    0.6525916             0
8          NaN    0.4051555    0.4051555    0.6818103    0.6816167             0
9          NaN  0.002444159  0.002444159    0.1372447    0.1368143             0
10         NaN    0.7011334    0.7011334      0.84835    0.8483454             0
11         NaN  0.001022461  0.001022461    0.1124454    0.1108638             0
12         NaN   0.02750213   0.02750213    0.2843586    0.2829573             0
13         NaN 0.0004668519 0.0004668519   0.07937306    0.0794177             0
14         NaN   0.01808481   0.01808481    0.2333109    0.2332854             0
15         NaN    0.2574007    0.2574007    0.5641799    0.5639308             0
16         NaN    0.6822863    0.6822863    0.8260075    0.8260042             0
17         NaN   0.07581082   0.07581082 8.054042e-22 2.887759e-29             0
18         NaN    0.2244868    0.2244868 2.763972e-11 2.500471e-28             0
19         NaN    0.4505653    0.4505653    0.7081964     0.708323             0
20         NaN   0.04715975   0.04715975    0.3999294    0.4004146             0
21         NaN    0.5171718    0.5171718    0.7101244    0.7100765             0
22         NaN    0.3891254    0.3891254    0.6059866    0.6059283             0
23         NaN    0.4500091    0.4500091    0.7172283    0.7173249             0
24         NaN   0.04235246   0.04235246    0.3694304    0.3703491             0
25         NaN      0.70554      0.70554    0.8557934    0.8558004             0
26         NaN    0.3994683    0.3994683    0.7016197    0.7016484             0
   var.lambda.21   var.tau.12   var.tau.21    var.uc.12    var.uc.21 ASE.lambda.12
1              0 2.117814e-06 2.117814e-06 1.145643e-06 2.386404e-05             0
2              0  5.66756e-06  5.66756e-06 2.961799e-06 7.062096e-05    0.00757032
3              0 3.875637e-07 3.875637e-07 2.630967e-07 9.337738e-06             0
4              0 1.499649e-06 1.499649e-06 7.879986e-07 9.092221e-05   0.004650401
5              0 6.554033e-07 6.554033e-07 4.016397e-07 3.697919e-07             0
6              0  1.39726e-07  1.39726e-07 8.234659e-08 8.006127e-07             0
7              0 1.972475e-07 1.972475e-07 1.136277e-07 3.790896e-06             0
8              0 1.619037e-07 1.619037e-07 9.397213e-08 2.514837e-06             0
9              0 2.171321e-06 2.171321e-06 1.243401e-06 3.461633e-06             0
10             0 3.326329e-08 3.326329e-08 1.998733e-08 8.638349e-08             0
11             0 2.654877e-06 2.654877e-06  1.45634e-06  1.38575e-05             0
12             0 1.180674e-06 1.180674e-06 6.572882e-07 1.000424e-05             0
13             0  2.71456e-06  2.71456e-06 1.659174e-06  1.42682e-06             0
14             0 1.217776e-06 1.217776e-06 7.576964e-07 8.459805e-07             0
15             0 2.712604e-07 2.712604e-07 1.739136e-07 1.874082e-06             0
16             0  3.01722e-08  3.01722e-08 4.776028e-07 5.600387e-07             0
17             0  1.00106e-08  1.00106e-08 2.925014e-07 3.612738e-07             0
18             0 3.615534e-09 3.615534e-09 1.347476e-07 2.757956e-07             0
19             0 1.303581e-07 1.303581e-07   1.6275e-06 7.108754e-08             0
20             0  1.43106e-06  1.43106e-06 1.097686e-05 5.071677e-06             0
21             0 6.161812e-08 6.161812e-08 1.181666e-06 1.871383e-06             0
22             0  9.54197e-08  9.54197e-08 2.063886e-06 2.620531e-06             0
23             0 1.446491e-07 1.446491e-07 1.629463e-06 2.156505e-07             0
24             0  1.32894e-06  1.32894e-06 1.157471e-05 2.380424e-06             0
25             0 3.583175e-08 3.583175e-08 4.081478e-07 1.857343e-07             0
26             0  2.10281e-07  2.10281e-07 2.015772e-06 1.463052e-06             0
   ASE.lambda.21   ASE.tau.12   ASE.tau.21    ASE.uc.12    ASE.uc.21 noncentrality
1              0  0.001455271  0.001455271  0.001070347  0.004885083      8.498415
2              0  0.002380664  0.002380664  0.001720988  0.008403628      22.19641
3              0 0.0006225461 0.0006225461 0.0005129296  0.003055771      1.945102
4              0  0.001224602  0.001224602 0.0008876929  0.009535314       5.87737
5              0 0.0008095698 0.0008095698 0.0006337505 0.0006081052      2.961467
6              0 0.0003737994 0.0003737994  0.000286961 0.0008947696     0.6071629
7              0 0.0004441255 0.0004441255 0.0003370871  0.001947022     0.8383298
8              0 0.0004023726 0.0004023726 0.0003065487  0.001585824     0.6931351
9              0   0.00147354   0.00147354  0.001115079  0.001860546      9.184102
10             0 0.0001823823 0.0001823823 0.0001413765 0.0002939107     0.1473303
11             0  0.001629379  0.001629379  0.001206789  0.003722566      10.78899
12             0  0.001086588  0.001086588 0.0008107332  0.003162949      4.860157
13             0  0.001647592  0.001647592  0.001288089  0.001194496      12.24651
14             0  0.001103529  0.001103529 0.0008704576  0.000919772      5.589236
15             0 0.0005208266 0.0005208266 0.0004170295  0.001368971      1.282987
16             0 0.0001737015 0.0001737015 0.0006910881 0.0007483574     0.1676031
17             0  0.000100053  0.000100053 0.0005408339 0.0006010606      3.153243
18             0 6.012931e-05 6.012931e-05 0.0003670799 0.0005251625      1.475805
19             0 0.0003610514 0.0003610514  0.001275735 0.0002666225     0.5693638
20             0  0.001196269  0.001196269  0.003313134  0.002252038      3.940611
21             0   0.00024823   0.00024823  0.001087045  0.001367985      0.419629
22             0 0.0003089008 0.0003089008  0.001436623  0.001618805     0.7418484
23             0 0.0003803276 0.0003803276  0.001276504 0.0004643819     0.5707638
24             0  0.001152797  0.001152797  0.003402163  0.001542862      4.122037
25             0 0.0001892928 0.0001892928 0.0006388645 0.0004309691     0.1428064
26             0 0.0004585641 0.0004585641  0.001419779  0.001209567     0.7100939
 [ reached 'max' / getOption("max.print") -- omitted 94 rows ]

$independents
 [1] "PV.Time"             "PV.Qual"             "PV.Discourse"       
 [4] "PV.Position"         "PV.WantCan"          "AI.do"              
 [7] "AI.cooking"          "AI.health"           "RdplW"              
[10] "NA.persons.actor"    "Sg.actor"            "Pl.actor"           
[13] "NDA.Relations.actor" "actor.3"             "actor.1"            
[16] "actor.2"            

attr(,"class")
[1] "nominal"   "bivariate"
