$bivariate
      category1    category2  N1  N2 N12     alpha.X2     alpha.G2        beta
1       PV.Time PV.Discourse 863  58  32    0.1078249   0.08288788   0.5860426
2       PV.Time  PV.Position 863  39   3  8.61328e-06 3.547563e-07 0.003997189
3       PV.Time TA.cognitive 863 580 247    0.4477152     0.418145   0.8723017
4       PV.Time    TA.speech 863 576 258    0.6790958    0.6430314   0.9250323
5       PV.Time   Prox.actor 863  31  16    0.4964965    0.3904435   0.8614236
6       PV.Time      actor.1 863 567 209 6.243969e-05 4.634846e-05  0.01814777
7       PV.Time      actor.2 863  84  35    0.7449285    0.6609937   0.9277814
8       PV.Time       goal.3 863 897 368   0.01738041   0.01527491   0.3212299
9       PV.Time       goal.4 863 529 270 0.0001610876 0.0001357506  0.03111837
10      PV.Time       goal.1 863 392 167    0.5754034    0.5368772   0.9053766
11      PV.Time       goal.2 863 134  52    0.2455152    0.2085741   0.7600224
12      PV.Time      Sg.goal 863 195  92     0.383885    0.3447161   0.8426897
13      PV.Time   Px1Sg.goal 863  67  38   0.04433425   0.03348702   0.4300583
14      PV.Time    Prox.goal 863  66  32    0.5333224    0.4551015   0.8836573
15 PV.Discourse  PV.Position  58  39   0     0.532963     0.124123   0.8037268
16 PV.Discourse TA.cognitive  58 580  22    0.2034175    0.1657516   0.7057388
17 PV.Discourse    TA.speech  58 576  21     0.309458    0.2541505   0.7864536
18 PV.Discourse   Prox.actor  58  31   0    0.6562517    0.1708426   0.8349193
19 PV.Discourse      actor.1  58 567  14    0.5060591    0.4086856     0.87172
20 PV.Discourse      actor.2  58  84   2            1    0.7424689   0.9383263
21 PV.Discourse       goal.3  58 897  23    0.4195532    0.3444815   0.8440347
22 PV.Discourse       goal.4  58 529  13    0.5207311    0.4194162     0.87555
23 PV.Discourse       goal.1  58 392  16    0.1922234    0.1575974   0.6873688
24 PV.Discourse       goal.2  58 134   6    0.4161815      0.31317   0.8101074
25 PV.Discourse      Sg.goal  58 195   3    0.3130286    0.1798534   0.7660829
26 PV.Discourse   Px1Sg.goal  58  67   2            1    0.9886758   0.9499769
        power effect.size likelihood.ratio    cramers.v   lambda.12 lambda.21
7  9.763331e-05 9.763331e-05 7.145536e-05 0.0002772351 0.0001136248         NaN
8   0.002995308  0.002995308  0.002186358  0.002175001  0.002180665         NaN
9   0.007455316  0.007455316  0.005409797  0.006365861  0.005849018   0.6302761
10 0.0001940226 0.0001940226 0.0001416923 0.0001943257 0.0001638868         NaN
11 0.0007982468 0.0007982468  0.000587525  0.001617012 0.0008618908         NaN
12  0.000456869  0.000456869 0.0003317216 0.0007028121 0.0004507112         NaN
13  0.002325728  0.002325728  0.001679652  0.007738189  0.002760179   0.2690281
14 0.0002859896 0.0002859896 0.0002072914 0.0009660748  0.000341341         NaN
15 0.0006177978 0.0006177978  0.004523328  0.006176296   0.00522213         NaN
16  0.001024726  0.001024726  0.003674804 0.0008063515  0.001322509         NaN
17 0.0006890332 0.0006890332   0.00248757 0.0005474455 0.0008973985         NaN
18 0.0004890356 0.0004890356  0.003587915  0.005885559  0.004458108         NaN
19 0.0003360669 0.0003360669  0.001305861 0.0002893335 0.0004737095         NaN
20 5.158778e-05 5.158778e-05 0.0002065448 0.0001556408 0.0001775156         NaN
21 0.0004512957 0.0004512957  0.001709622 0.0003303196 0.0005536645         NaN
22 0.0003200308 0.0003200308  0.001247188 0.0002850388 0.0004640265         NaN
23  0.001102437  0.001102437   0.00382053  0.001017662  0.001607215         NaN
24 0.0005914854 0.0005914854  0.001946027  0.001040236  0.001355759         NaN
25 0.0007731669 0.0007731669  0.003441189  0.001416022  0.002006418         NaN
26 1.029884e-07 1.029884e-07 3.853763e-07 3.448267e-07 3.639756e-07         NaN
   p.lambda.21     p.tau.12     p.tau.21      p.uc.12      p.uc.21 var.lambda.12
1          NaN   0.08153137   0.08153137    0.3870559    0.3843622  7.733506e-05
2          NaN 4.005523e-06 4.005523e-06  0.002530035 0.0006657802             0
3          NaN    0.4185958    0.4185958    0.6853748    0.6853662             0
4          NaN    0.6429946    0.6429946    0.8168076    0.8168059             0
5          NaN    0.3886005    0.3886005    0.6686009    0.6677501  4.157541e-05
6          NaN 5.066635e-05 5.066635e-05   0.04032099   0.04016027             0
7          NaN    0.6617051    0.6617051    0.8260813    0.8260403             0
8          NaN   0.01536785   0.01536785    0.2246185    0.2246232             0
9          NaN 0.0001315202 0.0001315202   0.05657306   0.05635626  0.0007012339
10         NaN    0.5373474    0.5373474    0.7572715    0.7572598             0
11         NaN    0.2108819    0.2108819    0.5272904    0.5268245             0
12         NaN     0.343878     0.343878     0.637207    0.6370789             0
13         NaN   0.03271269   0.03271269     0.288576    0.2850691   8.90226e-05
14         NaN    0.4539278    0.4539278    0.7094887    0.7092374             0
15         NaN     0.271035     0.271035 7.606998e-10 1.320641e-13             0
16         NaN    0.1563181    0.1563181    0.4957724    0.4972372             0
17         NaN    0.2450695    0.2450695    0.5745711    0.5754547             0
18         NaN    0.3274393    0.3274393  3.79293e-08  1.75037e-13             0
19         NaN    0.4169036    0.4169036    0.6735196    0.6739199             0
20         NaN    0.7504377    0.7504377    0.8649855    0.8649954             0
21         NaN    0.3468384    0.3468384    0.6340622    0.6346403             0
22         NaN    0.4282443    0.4282443    0.6800798    0.6804539             0
23         NaN    0.1414716    0.1414716    0.4941141    0.4955237             0
24         NaN    0.2814857    0.2814857     0.634035    0.6343968             0
25         NaN    0.2181984    0.2181984    0.4563571    0.4578075             0
26         NaN    0.9886614    0.9886614    0.9943463    0.9943463             0
   var.lambda.21   var.tau.12   var.tau.21    var.uc.12    var.uc.21 ASE.lambda.12
1              0 3.203489e-06 3.203489e-06 1.668754e-06 4.373971e-05   0.008794035
2              0 9.489251e-06 9.489251e-06 1.017566e-05 0.0003959557             0
3              0 6.771185e-07 6.771185e-07 3.614036e-07 4.612711e-07             0
4              0 2.238368e-07 2.238368e-07 1.186908e-07 1.523871e-07             0
5              0 7.875468e-07 7.875468e-07 4.098207e-07 2.907534e-05     0.0064479
6              0  1.64778e-05  1.64778e-05  9.03904e-06 1.174451e-05             0
7              0  1.96578e-07  1.96578e-07 1.057523e-07 1.591142e-06             0
8              0 6.073199e-06 6.073199e-06 3.241626e-06 3.208102e-06             0
9              0 1.532093e-05 1.532093e-05 8.050911e-06 1.112844e-05    0.02648082
10             0 3.933458e-07 3.933458e-07 2.101797e-07 3.952895e-07             0
11             0 1.576492e-06 1.576492e-06 8.638049e-07 6.528454e-06             0
12             0 9.416253e-07 9.416253e-07 4.947503e-07  2.21915e-06             0
13             0 4.796965e-06 4.796965e-06 2.504971e-06 5.239891e-05   0.009435179
14             0  5.91899e-07  5.91899e-07 3.096063e-07 6.712467e-06             0
15             0 1.635728e-08 1.635728e-08 5.404479e-07 6.958476e-07             0
16             0 2.369126e-06 2.369126e-06 2.910545e-05 1.410944e-06             0
17             0 1.566549e-06 1.566549e-06 1.963861e-05 9.555415e-07             0
18             0 1.183257e-08 1.183257e-08 4.255223e-07 6.383245e-07             0
19             0 6.144735e-07 6.144735e-07 9.606486e-06 4.728234e-07             0
20             0 8.600538e-08 8.600538e-08 1.475606e-06 8.380186e-07             0
21             0 8.913716e-07 8.913716e-07 1.289898e-05 4.831759e-07             0
22             0 5.799164e-07 5.799164e-07 9.147928e-06  4.79008e-07             0
23             0 2.806392e-06 2.806392e-06 3.121866e-05 2.229521e-06             0
24             0 1.740175e-06 1.740175e-06 1.671026e-05 4.784932e-06             0
25             0 8.880145e-07 8.880145e-07 2.134368e-05 3.637403e-06             0
26             0 2.118854e-10 2.118854e-10 2.957864e-09 2.368154e-09             0
   ASE.lambda.21   ASE.tau.12   ASE.tau.21    ASE.uc.12    ASE.uc.21 noncentrality
1              0  0.001789829  0.001789829  0.001291803  0.006613601      3.035655
2              0  0.003080463  0.003080463  0.003189931   0.01989864      21.27305
3              0 0.0008228721 0.0008228721 0.0006011685 0.0006791694     0.6545878
4              0  0.000473114  0.000473114 0.0003445153 0.0003903678     0.2149566
5              0 0.0008874383 0.0008874383 0.0006401724  0.005392155     0.7436957
6              0  0.004059285  0.004059285    0.0030065  0.003427027      16.43139
7              0 0.0004433712 0.0004433712 0.0003251958  0.001261405     0.1915565
8              0  0.002464386  0.002464386  0.001800452  0.001791118      5.876795
9              0  0.003914196  0.003914196  0.002837413  0.003335932      14.62733
10             0 0.0006271729 0.0006271729 0.0004584536 0.0006287205     0.3806723
11             0  0.001255584  0.001255584  0.000929411  0.002555084       1.56616
12             0 0.0009703738 0.0009703738 0.0007033849  0.001489681      0.896377
13             0  0.002190197  0.002190197   0.00158271  0.007238709      4.563078
14             0 0.0007693497 0.0007693497 0.0005564228  0.002590843     0.5611115
15             0 0.0001278956 0.0001278956 0.0007351516 0.0008341748      1.212119
16             0  0.001539197  0.001539197  0.005394947  0.001187832      2.010513
17             0  0.001251619  0.001251619  0.004431548 0.0009775181      1.351883
18             0 0.0001087776 0.0001087776 0.0006523207 0.0007989521     0.9594873
19             0 0.0007838836 0.0007838836  0.003099433 0.0006876216     0.6593633
20             0 0.0002932667 0.0002932667  0.001214745 0.0009154336     0.1012152
21             0 0.0009441248 0.0009441248  0.003591515 0.0006951085     0.8854422
22             0 0.0007615224 0.0007615224  0.003024554  0.000692104     0.6279004
23             0  0.001675229  0.001675229  0.005587366  0.001493158      2.162982
24             0  0.001319157  0.001319157  0.004087818  0.002187449      1.160494
25             0 0.0009423452 0.0009423452  0.004619922  0.001907198      1.516953
26             0 1.455629e-05 1.455629e-05 5.438625e-05 4.866369e-05  0.0002020632
 [ reached 'max' / getOption("max.print") -- omitted 79 rows ]

$independents
 [1] "PV.Time"      "PV.Discourse" "PV.Position"  "TA.cognitive" "TA.speech"   
 [6] "Prox.actor"   "actor.1"      "actor.2"      "goal.3"       "goal.4"      
[11] "goal.1"       "goal.2"       "Sg.goal"      "Px1Sg.goal"   "Prox.goal"   

attr(,"class")
[1] "nominal"   "bivariate"
